IsFraud;UserId;Age;RegWeekDay;RegHour;BranchId;MobileFlag;TVFlag;RegistrationId;FamilyStatusId;SexualityId;TrackingcodeFlag;ResidenceCountryId;EmailHostID;IpCountryId;RegCountryEqualsIpCountryFlag
0;86754;50;0;18;IK;0;0;105;1;1;0;7;FG;RT;1
1;40201;19;1;16;WX;0;0;755;1;1;1;8;BC;NJ;0
0;16426;50;5;17;HJ;0;0;817;2;1;0;7;FG;RT;1
1;83110;29;2;8;WX;0;0;755;1;1;1;8;IJ;DF;0
0;3523;43;6;4;TV;0;0;3327;1;1;0;43;CD;MK;1
1;103565;30;2;12;WX;0;1;755;1;1;1;8;GH;NJ;0
0;33656;22;6;21;UW;0;0;247;1;1;0;43;CD;MK;1
0;31192;48;3;3;KL;0;0;1989;3;1;0;53;FG;QR;1
0;42065;24;4;2;CE;0;0;3626;1;1;0;14;CD;BW;1
1;26603;33;2;11;MN;0;0;1998;1;1;1;40;KL;NJ;0
0;27336;53;3;19;CE;0;0;3007;3;2;0;14;CD;BW;1
0;43822;68;6;23;IJ;0;0;814;3;1;0;3;AB;MN;1
0;115631;26;1;21;DF;0;0;160;1;1;0;14;CD;BW;1
1;74854;33;3;22;PQ;0;0;93;1;1;1;16;KL;DA;1
1;78588;43;2;11;KL;0;0;831;1;1;0;53;CD;QR;1
0;45208;35;2;15;AB;0;0;825;1;1;0;44;EF;FG;1
0;59676;53;2;22;WX;1;0;2014;3;1;0;8;JK;UW;1
1;95220;30;5;12;WX;0;1;755;1;1;1;8;KL;AA;0
1;75455;31;4;20;OP;0;0;809;1;1;1;16;KL;AW;0
0;86246;57;6;21;GH;0;0;813;1;1;0;3;FG;MN;1
1;55897;37;4;15;OP;1;0;3980;2;1;0;16;KL;NJ;0
1;81452;31;6;14;QS;0;0;101;1;1;1;31;DE;AW;0
0;37199;43;4;23;TU;0;0;826;3;1;0;4;CD;WX;1
1;72992;29;1;3;EF;0;0;4017;1;1;1;10;KL;NJ;0
1;1868;31;3;15;HJ;0;0;817;1;1;1;7;GH;ST;0
1;25503;35;0;18;HJ;0;0;817;1;1;1;8;GH;CE;0
1;109959;30;5;0;KJ;0;0;824;1;1;1;15;GH;CX;1
1;78316;20;2;0;TV;0;0;827;1;1;0;43;CD;MK;1
0;23595;26;4;21;CE;0;0;804;2;2;1;14;KL;CX;0
1;69455;30;2;21;WX;0;0;755;1;1;1;8;DE;AA;0
1;85943;52;6;12;AC;1;0;3771;3;1;0;5;KL;CX;0
1;93642;29;3;13;AC;0;0;811;1;1;1;5;GH;AA;0
0;35778;40;2;16;WX;1;0;2014;3;1;0;8;KL;UW;1
1;95160;33;5;9;WX;0;0;755;1;1;1;8;HI;NJ;0
0;80174;18;4;22;PQ;0;0;93;1;1;1;16;AB;DA;1
1;36271;30;3;8;KJ;0;0;824;1;1;1;9;CD;NJ;0
0;91575;24;0;22;UW;0;0;247;1;1;0;43;CD;MK;1
0;112855;67;3;17;KL;0;0;3926;1;1;0;53;AB;QR;1
1;81476;32;6;15;CE;0;0;804;1;1;1;14;BC;BW;1
0;74108;44;2;21;LM;0;0;161;1;1;0;53;KL;QR;1
1;84408;29;4;11;IK;0;0;105;1;1;1;7;EF;CE;0
1;31262;28;3;9;WX;0;0;755;1;1;1;8;GH;CX;0
1;52664;29;6;23;BD;0;0;104;1;1;1;5;GH;NJ;0
1;50647;29;3;22;VX;0;0;1;1;1;1;17;HI;EF;0
1;26757;33;2;17;HJ;0;0;817;1;1;0;7;KL;NJ;0
0;95518;41;5;19;LM;0;0;161;3;1;0;53;CD;QR;1
0;45479;41;3;0;DE;0;0;153;1;1;0;2;CD;IJ;1
0;61995;26;6;10;CE;0;0;804;1;1;0;14;CD;BW;1
1;23570;27;4;21;WX;0;0;755;1;1;1;14;HI;AW;0
0;26209;38;1;18;DF;0;0;160;1;1;0;14;KL;BW;1
1;38373;36;6;8;WX;0;0;755;1;1;1;6;DE;AW;0
0;32956;44;6;3;CE;0;0;3007;3;1;0;14;CD;BW;1
0;105820;57;5;17;KL;0;0;3926;1;1;0;53;CD;QR;1
0;48300;46;0;7;DF;0;0;160;1;1;0;14;CD;BW;1
0;105914;21;5;21;HJ;1;0;3769;1;1;0;7;AB;RT;1
0;19093;38;3;17;TV;0;0;3327;1;1;0;43;CD;MK;1
1;109556;31;4;10;OP;0;0;809;1;1;1;16;KL;NJ;0
0;30225;41;1;23;KL;0;0;3926;1;1;0;53;CD;QR;1
1;69209;29;2;16;WX;0;0;755;1;1;1;8;FG;UW;1
0;3727;38;6;16;AB;0;0;825;1;1;0;44;CD;FG;1
1;9428;33;3;23;HJ;0;0;817;1;1;0;7;EF;PM;0
1;52488;60;6;17;DE;0;0;92;1;1;1;2;KL;NJ;0
0;90934;43;6;23;WX;1;0;2014;1;1;0;8;AB;UW;1
1;23991;29;5;15;UV;0;0;801;1;1;1;25;KL;UW;0
0;1811;52;3;12;VX;0;0;807;1;1;1;10;AB;US;1
0;69644;38;3;2;LM;0;0;94;1;1;0;53;FG;QR;1
1;37645;28;5;13;KM;0;0;1999;1;1;1;12;HI;AW;0
0;37057;24;4;20;LM;0;0;94;1;1;0;53;CD;QR;1
0;97867;19;1;23;UW;0;0;247;1;1;0;43;CD;MK;1
0;11543;53;1;19;CE;0;0;3007;3;1;0;14;CD;BW;1
0;100033;38;4;17;LM;0;0;161;3;1;0;53;FG;QR;1
1;25248;29;0;11;HJ;0;0;817;1;1;0;7;KL;CE;0
1;66204;30;5;12;HJ;0;0;817;1;1;0;7;GH;NJ;0
0;50051;52;2;23;CE;0;0;804;3;1;0;14;CD;BW;1
1;34005;47;0;9;WX;0;0;755;1;1;1;8;FG;UW;1
1;73854;42;2;12;RQ;0;0;108;1;1;1;16;GH;AW;0
1;53172;28;0;18;HJ;0;0;817;1;1;1;7;CD;NJ;0
0;90854;25;6;20;VW;0;0;233;1;1;0;25;FG;GI;1
1;84416;43;4;11;HJ;1;0;3769;3;1;0;7;FG;UW;0
1;70727;29;4;16;FE;0;0;1988;1;1;1;36;KL;AW;0
0;60968;31;5;1;KL;0;0;831;1;1;0;53;AB;QR;1
0;39305;33;0;15;UV;0;0;801;2;1;0;25;FG;GI;1
1;20209;29;5;17;WX;0;0;755;1;1;1;8;FG;UW;1
0;52553;44;6;19;TV;1;0;7;1;1;0;43;CD;OK;0
1;68460;33;1;13;AC;0;0;811;1;1;1;5;FG;NJ;0
1;65926;35;5;1;AC;1;0;3771;2;1;0;5;KL;UW;0
1;3103;28;5;15;OP;0;0;3919;1;1;0;16;AB;AA;0
0;74012;48;2;18;LM;0;0;161;3;1;0;53;AB;QR;1
0;78271;25;1;22;CE;0;0;804;1;1;0;44;CD;HE;0
1;4553;43;1;2;VX;0;0;807;1;1;1;15;HI;AW;0
1;114183;30;5;22;KM;0;0;1;1;1;1;12;DE;LH;0
1;90368;29;6;6;XB;0;0;83;1;1;1;8;DE;NJ;0
1;84296;28;4;6;BD;0;0;104;1;1;1;5;GH;EF;0
1;18148;34;1;21;WX;0;0;755;1;1;1;8;KL;UW;1
1;62191;36;6;15;AC;1;0;3771;2;1;0;5;KL;RT;0
1;75957;34;5;13;AC;1;0;3771;2;1;0;5;KL;RT;0
0;4534;23;1;1;WX;1;1;3749;1;1;0;8;BC;UW;1
0;19656;34;4;18;LM;0;0;94;3;3;0;53;GH;QR;1
1;110902;23;6;18;DE;0;0;92;1;1;1;8;FG;IJ;1
1;89991;28;5;17;XB;0;0;83;1;1;1;4;KL;NJ;0
1;75260;46;4;13;VX;0;0;807;1;1;0;10;CD;US;1
0;22840;31;3;14;WX;0;1;755;2;1;0;8;JK;UW;1
0;28431;46;5;17;DF;0;0;160;1;1;0;14;CD;BW;1
0;53897;35;1;17;KL;1;0;3849;1;1;0;53;FG;QR;1
1;50750;25;4;4;KL;1;0;3849;2;1;0;53;GH;QR;1
1;35870;28;2;18;CD;0;0;812;1;1;1;8;AB;AW;0
1;34080;26;0;12;VX;0;0;807;1;1;0;10;KL;QR;0
1;54045;43;1;22;WX;0;0;755;1;1;1;8;KL;AW;0
0;13331;57;5;14;PR;0;0;3920;1;1;0;31;FG;RQ;1
1;110504;48;5;23;XA;0;0;781;1;1;1;12;KL;XU;0
1;84760;30;5;0;OP;0;1;809;1;1;1;16;CD;DA;1
1;72462;29;0;9;CE;0;0;1;1;1;1;14;KL;OL;0
1;96781;29;0;11;WX;0;0;755;1;1;1;8;DE;AA;0
1;29832;31;1;10;CE;0;0;804;1;1;1;14;IJ;US;0
1;8762;27;2;15;PR;0;0;901;1;1;1;16;KL;NJ;0
0;43305;29;6;3;WX;1;1;3749;1;1;0;8;CD;UW;1
1;73201;40;1;10;CD;0;0;812;3;1;1;2;FG;UW;0
1;71900;28;6;11;WX;0;0;755;1;1;0;8;DE;NJ;0
1;78789;49;2;15;AC;1;0;3771;3;1;0;5;KL;IJ;0
0;32707;26;5;21;WX;0;0;755;1;1;0;8;BC;UW;1
1;23304;29;4;9;OP;0;0;809;1;1;1;16;KL;AW;0
1;4301;31;0;17;WX;0;1;748;1;1;0;8;EF;UW;1
0;14856;38;2;5;TV;0;0;3327;1;1;0;43;CD;MK;1
1;80261;31;5;1;GH;0;0;813;1;1;1;3;KL;HI;0
0;49263;31;1;18;LM;0;0;94;1;1;0;53;FG;QR;1
0;41286;40;2;21;UW;0;0;247;3;1;0;43;KL;MK;1
1;69107;30;2;13;GH;0;0;813;1;1;1;3;CD;CE;0
0;42719;32;5;3;KL;0;0;831;1;1;0;53;CD;QR;1
1;44359;29;1;0;HI;0;0;96;1;1;1;3;GH;AA;0
0;81071;57;6;4;KL;0;0;1989;1;1;0;53;CD;QR;1
1;52106;29;6;1;WX;0;1;755;1;1;1;8;KL;NJ;0
1;88197;29;3;1;QP;0;0;4596;1;1;0;18;GH;NJ;1
0;98078;22;2;7;UW;0;0;247;1;1;0;43;CD;MK;1
0;22821;40;3;13;UV;0;0;801;1;1;0;25;FG;GI;1
1;69977;27;3;14;EF;0;0;1625;1;1;1;1;KL;AA;0
1;95442;32;5;16;OP;0;0;809;1;1;1;16;GH;DA;1
1;62767;38;0;11;AC;1;0;3771;2;1;0;5;KL;RT;0
1;41726;40;3;14;WX;0;0;755;1;1;1;14;KL;NJ;0
1;50586;29;3;20;OP;0;0;809;1;1;1;16;DE;CX;0
0;7130;52;6;6;HJ;0;0;817;3;1;0;7;FG;RT;1
1;88719;28;3;21;VX;0;0;807;1;1;1;10;KL;US;1
1;108342;35;2;11;BC;0;0;248;3;1;0;44;CD;FG;1
1;75347;33;4;15;PR;0;0;802;1;1;1;31;KL;AW;0
0;60150;43;3;16;CE;0;0;3007;1;1;0;14;CD;BW;1
0;63727;21;1;21;UW;0;0;247;1;1;0;43;CD;MK;1
1;79514;31;3;17;HJ;0;0;817;1;1;0;7;KL;NJ;0
0;97984;51;2;3;KL;0;0;831;1;1;0;53;EF;QR;1
0;79286;54;3;11;KL;0;0;1989;2;1;0;53;AB;QR;1
0;55924;45;4;15;CE;0;0;3626;1;1;0;14;AB;BW;1
1;35765;30;2;15;AC;0;0;811;1;1;1;5;DE;NJ;0
0;12007;52;2;19;JK;0;0;95;3;1;0;3;CD;MN;1
1;105635;35;5;11;WX;0;0;755;1;1;1;8;KL;UW;1
0;21935;27;1;21;TU;0;0;826;1;1;0;4;EF;WX;1
0;44290;43;0;21;PR;0;0;802;1;1;0;31;FG;RQ;1
0;10378;51;6;4;UW;0;0;247;1;1;0;43;CD;MK;1
0;11969;37;2;17;TV;0;0;3327;3;1;0;43;CD;MK;1
1;92853;28;2;14;GH;0;0;813;1;1;1;3;KL;NJ;0
1;4555;40;1;2;LM;0;0;94;2;3;0;53;FG;QR;1
1;71042;29;5;1;WX;0;0;1;1;1;1;8;GH;AW;0
0;45521;33;3;1;CE;0;0;3626;2;1;0;14;AB;BW;1
1;59971;29;3;10;HJ;0;0;817;1;1;0;7;KL;NJ;0
1;63492;29;1;13;OP;0;0;809;1;1;1;16;DE;NJ;0
0;71847;41;6;9;DE;0;0;153;1;1;0;2;BC;IJ;1
1;47907;30;6;16;WX;0;0;755;1;1;1;2;KL;AW;0
1;100707;33;5;15;XB;0;0;83;1;1;1;8;FG;NJ;0
0;17178;28;0;2;KL;0;0;831;3;1;0;53;CD;QR;1
1;46276;29;4;8;QS;0;0;101;1;1;1;31;GH;CX;0
1;24898;31;6;21;QR;0;0;808;1;1;1;16;EF;CE;0
0;23822;43;5;11;XB;0;0;152;1;1;0;8;FG;UW;1
0;26987;28;3;1;XA;0;1;781;1;1;1;12;KL;NJ;0
0;26332;28;1;21;KL;0;0;831;1;1;0;53;AB;QR;1
0;52878;43;0;10;VW;0;0;233;3;1;0;25;FG;GI;1
1;101411;31;6;16;HJ;0;0;817;1;1;0;7;FG;US;0
0;5757;43;3;14;PR;0;0;3920;1;1;0;31;EF;RQ;1
0;18744;31;3;1;LM;0;0;94;1;1;0;53;FG;QR;1
0;68212;30;1;0;WX;0;0;755;1;1;0;36;FG;UW;1
0;63635;33;1;18;KL;0;0;831;2;1;0;53;CD;QR;1
1;27024;29;3;2;OP;0;1;809;1;1;1;16;KL;NJ;0
0;35425;43;2;1;UW;0;0;249;1;1;0;43;EF;MK;1
0;38847;41;6;20;FE;0;0;927;1;1;1;36;FG;JG;1
0;86274;40;6;22;VW;0;0;234;1;1;0;25;FG;GI;1
1;10958;37;0;12;CD;0;0;3073;1;1;0;2;CD;IJ;1
1;72132;29;6;18;GH;0;0;813;1;1;1;3;KL;AW;0
0;65490;50;4;13;AC;1;0;3771;1;1;0;5;CD;HJ;1
0;113164;32;4;6;DF;0;0;98;3;1;0;14;KL;BW;1
1;97433;30;1;10;WX;0;0;755;1;1;1;8;DE;MN;0
1;87869;26;2;15;WX;0;0;755;1;1;1;8;KL;UW;1
1;63702;31;1;20;PR;0;0;802;1;1;1;31;CD;RQ;1
0;112901;18;3;19;BC;0;0;246;1;1;0;44;CD;FG;1
0;35188;30;1;20;VW;0;0;234;3;1;0;25;FG;GI;1
0;70278;28;3;23;TU;0;0;826;2;1;0;4;CD;WX;1
0;13308;20;5;12;CE;0;0;3007;1;1;0;14;CD;BW;1
1;34698;26;1;8;CE;0;0;804;1;1;1;14;KL;UW;0
1;5230;32;2;10;HJ;0;0;817;1;1;0;7;GH;CE;0
1;101800;34;0;5;PR;0;0;802;1;1;1;31;HI;NJ;0
0;8899;27;2;21;KM;0;0;1999;1;1;1;12;DE;AW;0
1;26793;29;2;18;UV;0;0;801;1;1;1;25;KL;BX;0
1;83050;43;2;6;OP;0;1;809;1;1;1;16;KL;UW;0
0;33029;58;6;5;LM;0;0;161;2;1;0;53;FG;QR;1
1;96504;29;6;22;OP;0;1;809;1;1;1;16;KL;NJ;0
0;107940;41;1;17;UW;0;0;247;3;1;0;43;CD;MK;1
0;104700;43;3;23;KL;0;0;1989;3;1;0;53;KL;QR;1
1;72645;29;0;14;HJ;0;0;817;1;1;0;7;CD;RT;1
0;42653;25;5;0;UW;0;0;247;1;1;0;43;EF;MK;1
0;14786;46;1;23;AB;0;0;4054;1;1;0;44;CD;FG;1
1;98113;29;2;8;CB;0;0;107;1;1;1;12;CD;NJ;0
1;74635;31;3;15;XB;0;0;83;1;1;1;8;DE;AW;0
0;43187;27;5;22;CE;0;0;804;1;1;0;14;CD;BW;1
1;59316;40;2;11;AC;1;0;3771;2;1;0;5;KL;XB;0
0;70966;25;4;23;WX;1;0;3749;1;1;1;8;CD;PR;0
0;20192;48;5;16;HJ;0;0;817;1;1;0;7;CD;RT;1
0;100144;33;4;20;PQ;0;0;93;1;1;0;16;CD;DA;1
1;109933;28;4;23;PR;0;0;802;1;1;1;31;KL;NJ;0
0;43384;50;6;8;WX;0;0;748;2;1;0;8;AB;UW;1
1;7886;56;0;20;WX;0;1;755;1;1;1;8;KL;UW;1
1;95406;30;5;15;EG;0;0;1066;1;1;1;6;KL;NJ;0
1;93981;43;3;21;BC;0;0;246;1;1;0;44;CD;FG;1
1;107547;33;1;1;EG;0;0;1066;1;1;1;6;FG;NJ;0
0;92963;21;2;17;BC;0;0;246;1;1;0;44;CD;FG;1
1;33450;30;6;17;RQ;0;0;108;1;1;1;5;KL;AW;0
0;68153;35;0;22;XB;0;0;152;1;1;0;8;JK;UW;1
0;113591;51;4;23;WX;0;0;755;1;1;0;8;IJ;UW;1
1;43225;27;6;0;RQ;0;0;108;1;1;1;3;KL;UW;0
0;104908;21;4;9;UW;0;0;247;1;3;0;43;CD;MK;1
1;49911;25;2;17;OP;0;0;809;1;1;1;16;CD;UW;0
1;4973;19;1;21;CD;0;0;1;1;2;1;2;BC;IJ;1
1;73813;28;2;11;OP;0;0;809;1;1;1;16;GH;CX;0
0;22288;43;2;14;FH;0;0;227;1;1;0;6;AB;QS;1
0;64156;27;2;16;UV;0;0;801;1;1;0;25;FG;GI;1
1;23853;32;5;12;XA;0;1;781;1;1;1;12;KL;UW;0
1;36082;34;3;0;PR;0;0;802;1;1;1;8;HI;AA;0
0;110311;22;5;16;LM;0;0;94;1;1;0;53;CD;QR;1
0;103233;32;1;23;CE;1;0;3765;1;1;0;14;CD;BW;1
1;72772;26;0;18;GH;0;0;813;1;1;1;7;GH;CE;0
1;33317;27;6;15;PR;0;0;802;1;1;1;31;KL;AA;0
0;31086;48;3;1;WX;0;0;755;2;1;0;8;FG;UW;1
1;79651;28;3;23;HJ;0;0;817;1;1;0;7;KL;NJ;0
1;21999;26;1;23;CE;0;0;804;2;1;1;14;KL;AW;0
0;60928;37;5;0;UW;0;0;247;2;1;0;43;AB;MK;1
0;50601;49;3;20;UV;0;0;801;3;1;0;25;FG;GI;1
1;68267;33;1;1;AC;1;0;3771;3;1;0;5;KL;IJ;0
1;70142;34;3;19;IK;0;0;105;1;1;1;7;AB;RT;1
1;102621;34;1;5;KL;0;0;1;1;1;1;53;KL;AA;0
1;13915;31;6;21;OP;0;0;809;1;1;1;16;KL;NJ;0
1;38009;29;5;21;QS;0;0;101;1;1;1;31;HI;AW;0
0;96260;30;6;17;WX;1;0;3749;3;1;0;8;JK;UW;1
1;106953;25;0;7;OP;0;0;809;1;1;1;16;KL;UW;0
0;58714;43;1;9;FE;0;0;927;2;1;0;36;FG;JG;1
1;46625;31;4;19;WX;0;0;755;1;1;1;8;KL;XU;0
1;69436;21;2;21;KL;0;0;831;3;1;0;53;CD;QR;1
0;101359;31;6;14;PR;1;0;3856;2;3;0;31;FG;RQ;1
0;1002;19;1;21;WX;1;0;3749;1;1;0;8;JK;UW;1
1;2535;38;4;17;XA;0;0;747;1;1;1;12;KL;IJ;0
1;29851;33;1;12;HJ;0;0;817;1;1;0;7;GH;CE;0
0;65349;29;4;8;GH;0;0;813;1;1;1;3;KL;AW;0
1;33950;33;0;8;LK;0;0;106;1;1;1;15;KL;AA;0
1;57935;33;0;1;XA;0;1;781;1;1;1;12;FG;NJ;0
1;60185;26;3;17;WX;0;1;755;1;2;1;8;KL;CX;0
1;42446;32;4;18;CD;0;0;812;1;1;1;2;KL;AW;0
0;16230;27;5;9;PR;0;0;802;1;1;1;31;FG;RQ;1
1;91638;36;1;0;WX;0;0;755;1;1;1;16;DE;AA;0
0;95102;33;5;8;UW;0;0;247;3;1;0;43;CD;MK;1
0;34767;39;1;11;KL;0;0;831;1;3;0;53;CD;BX;0
1;104617;30;3;21;KJ;0;0;824;1;1;1;15;KL;NJ;0
1;95372;39;5;15;OP;0;0;809;1;1;1;16;KL;UW;0
0;24694;32;6;15;WX;0;1;755;1;1;0;8;FG;UW;1
1;88880;28;4;3;QP;0;0;4596;1;1;1;8;KL;CX;0
0;55967;48;4;16;KL;0;0;3926;2;2;0;53;FG;QR;1
1;44835;34;1;21;RQ;0;0;108;1;1;1;10;KL;AW;0
1;542;28;1;2;IJ;0;0;814;1;1;1;3;GH;EF;0
1;46704;18;4;22;WX;1;0;3749;1;1;0;8;FG;UW;1
0;67043;63;6;12;UW;0;0;247;2;1;0;43;CD;MK;1
1;63918;26;2;7;QP;0;0;1065;1;1;1;3;KL;NJ;1
0;99561;28;4;2;QP;0;0;4596;1;1;1;8;AB;NJ;1
1;34162;30;0;16;WX;0;0;755;1;1;1;8;GH;AA;0
0;17225;29;0;5;KL;0;0;831;1;1;0;53;CD;QR;1
1;96167;29;6;14;AC;0;0;811;1;1;1;5;KL;JF;0
0;98877;46;3;4;UW;0;0;249;2;1;0;43;CD;MK;1
1;8396;33;1;19;CB;0;0;107;1;1;1;12;FG;NJ;0
1;66695;29;6;1;CD;0;0;812;1;1;1;2;KL;AW;0
1;2960;34;5;9;CD;0;0;812;1;1;0;2;FG;AW;0
1;79026;25;2;22;WX;0;0;755;2;1;1;8;KL;UW;1
0;111758;27;1;3;KL;0;0;831;1;1;0;53;AB;QR;1
1;1738;31;3;8;PR;0;0;1;1;1;1;31;GH;RQ;1
1;22889;31;3;16;OP;0;0;809;1;1;1;16;KL;NJ;0
1;60022;27;3;12;HJ;0;0;817;1;1;0;7;KL;AA;0
1;84168;29;3;21;EF;0;0;1625;1;1;1;1;GH;NJ;0
1;93975;32;3;20;WX;0;0;755;1;1;1;8;JK;UW;1
0;107284;18;0;18;UW;0;0;247;1;1;0;43;CD;MK;1
0;52151;31;6;3;AB;0;0;825;1;1;0;44;EF;FG;1
1;48904;30;1;3;PR;0;0;802;1;1;1;31;KL;AA;0
0;27419;32;3;21;KL;0;0;831;3;1;0;53;AB;QR;1
0;67915;59;0;16;LM;0;0;94;3;1;0;53;CD;QR;1
0;18464;43;2;13;TV;0;0;3327;3;1;0;53;KL;QR;0
0;84588;32;4;18;KL;0;0;831;1;1;0;53;AB;QR;1
0;3816;53;6;19;UV;0;0;801;1;1;0;25;FG;GI;1
0;1699;35;3;6;AB;0;0;4054;1;1;0;44;KL;FG;1
0;4857;37;1;16;KL;0;0;1989;2;1;0;53;FG;QR;1
0;17615;18;0;21;TU;0;0;826;1;1;0;4;EF;WX;1
1;22482;29;2;20;WX;0;0;755;1;1;1;8;HI;NJ;0
0;113724;21;5;3;KL;0;0;831;1;1;0;53;AB;QR;1
1;90762;28;6;16;KM;0;0;1999;1;1;1;16;HI;AA;0
1;110411;33;5;21;HJ;0;0;817;1;1;0;7;AB;AA;0
0;1282;58;2;13;IK;0;0;105;3;1;0;7;FG;RT;1
1;6053;30;4;1;OP;0;0;3919;1;1;1;16;AB;US;0
0;92070;43;1;15;WX;0;0;755;1;1;0;8;FG;UW;1
1;66502;37;5;21;EG;0;0;1066;1;1;0;6;AB;QS;1
0;107087;64;0;12;UW;0;0;247;1;1;0;43;CD;MK;1
0;98003;44;2;4;UW;0;0;247;1;1;0;43;CD;MK;1
0;82876;52;1;21;IK;0;0;105;1;1;0;13;KL;SP;0
1;54088;29;1;23;BD;0;0;104;1;1;1;5;KL;NJ;0
1;91045;33;0;4;WX;0;0;755;1;1;1;8;KL;CX;0
0;45811;30;3;16;LM;0;0;161;1;1;0;53;CD;QR;1
0;59358;42;2;13;LM;0;0;161;3;1;0;53;CD;QR;1
0;9610;31;4;11;EF;0;0;1625;1;1;0;1;AB;HI;1
0;70392;33;4;3;CE;0;0;898;1;1;0;14;CD;BW;1
1;87991;31;2;18;WX;0;0;748;1;1;1;8;GH;UR;0
1;47645;27;6;9;CB;0;0;107;1;1;1;12;KL;NJ;0
1;1544;35;2;21;WX;0;0;748;1;1;1;1;KL;NJ;0
0;65433;32;4;10;UV;0;0;801;3;1;0;25;FG;GI;1
1;4107;31;0;9;CE;0;0;804;1;1;1;43;KL;AW;0
0;71734;56;6;2;KL;0;0;831;2;1;0;53;CD;QR;1
1;13546;33;6;0;WX;1;1;3749;1;1;0;8;CD;UW;1
0;74741;42;3;19;FE;0;0;1988;1;1;0;36;FG;JG;1
0;54072;31;1;23;WX;0;0;748;1;1;0;8;FG;UW;1
1;93702;49;3;14;PQ;0;0;93;1;1;1;16;KL;UW;0
0;35911;41;2;19;GF;0;0;228;3;1;0;36;FG;JG;1
0;14971;36;2;15;LM;0;0;94;3;1;0;53;CD;QR;1
0;36544;45;3;23;KL;0;0;831;3;1;0;53;CD;QR;1
0;90427;39;6;8;BC;0;0;246;1;1;0;44;AB;FG;1
0;18258;18;2;0;WX;1;1;3749;1;3;1;8;JK;BW;0
1;65614;29;4;16;WX;0;0;755;1;1;1;8;FG;UW;1
1;44028;37;0;14;HJ;0;0;817;1;1;0;7;EF;CE;0
0;94113;25;3;23;VW;0;0;233;2;1;0;25;FG;GI;1
0;24895;29;6;21;AB;0;0;4054;1;1;0;44;AB;FG;1
1;52372;50;6;13;WX;0;0;755;1;1;0;8;BC;UW;1
0;11879;43;2;14;CE;0;0;3007;1;1;0;14;CD;BW;1
1;67712;30;0;10;WX;0;0;755;1;1;1;8;IJ;EF;0
1;90410;28;6;7;XA;0;0;747;1;1;1;12;KL;NJ;0
0;99414;23;3;20;FE;0;0;1988;1;1;0;36;FG;JG;1
0;58989;54;1;18;FE;0;0;927;3;1;0;36;FG;JG;1
1;112020;36;1;21;KJ;0;0;824;1;1;1;15;KL;UW;0
1;28945;30;6;17;WX;0;0;755;1;1;1;8;AB;AW;0
0;89534;19;5;5;AB;0;0;4054;1;1;0;44;CD;FG;1
0;24204;39;5;21;KL;0;0;831;3;1;0;53;CD;QR;1
1;45420;27;2;22;CE;0;0;3007;1;1;0;14;AB;BW;1
0;15407;42;3;15;PR;0;0;1;3;1;1;31;FG;RQ;1
0;115620;46;1;20;QS;0;0;159;1;1;0;31;FG;RQ;1
1;47243;29;5;19;WX;0;0;755;1;1;1;8;FG;UW;1
1;104385;30;3;15;KJ;0;0;824;1;1;1;15;KL;NJ;0
1;64238;34;2;18;OP;0;0;809;1;1;1;16;GH;DA;1
0;2671;45;4;22;PR;0;0;802;3;1;0;31;FG;RQ;1
1;44812;27;1;20;DE;0;0;92;1;1;1;2;KL;UW;0
0;3094;39;5;14;KL;0;0;831;1;1;0;53;CD;QR;1
1;94510;36;4;14;WX;0;1;755;1;1;1;8;KL;UW;1
1;28270;33;5;11;IH;0;0;925;3;1;1;20;KL;NJ;0
1;54452;31;2;13;WX;0;0;1;1;1;1;8;DE;AW;0
1;36107;26;3;0;HJ;0;0;817;1;1;1;7;KL;RT;1
0;39040;51;0;1;BC;0;0;246;2;1;0;44;CD;FG;1
0;94694;45;4;19;XA;0;0;781;2;1;0;12;AB;CA;1
1;16343;28;5;15;KM;0;0;1999;1;1;1;16;DE;RT;0
0;5588;44;3;3;TU;0;0;826;1;1;0;4;CD;WX;1
0;102451;37;0;23;AB;0;0;825;1;1;0;44;CD;FG;1
1;31769;30;4;10;FE;0;0;1988;1;1;1;36;KL;JF;0
1;62893;30;0;15;CE;0;0;804;1;1;1;14;KL;CX;0
1;39877;37;1;8;PQ;0;0;93;1;1;1;16;KL;UW;0
1;50060;36;2;23;WX;0;0;755;1;1;1;8;DE;AW;0
1;58164;48;0;9;WX;0;1;755;3;1;1;8;KL;UW;1
0;113848;34;5;10;AB;0;0;825;1;1;0;44;CD;FG;1
0;18902;31;3;10;UW;0;0;247;2;1;0;43;AB;MK;1
0;108824;22;3;3;UW;0;0;249;1;1;0;43;CD;MK;1
1;102339;31;0;20;HJ;0;0;817;1;1;0;7;AB;US;0
0;11562;36;1;20;TU;0;0;914;2;1;1;4;AB;WX;1
1;5609;29;3;6;OP;0;0;809;1;1;1;16;HI;AA;0
0;22683;27;3;4;LM;0;0;94;1;1;0;53;CD;QR;1
1;73696;35;2;7;WX;0;0;755;1;1;1;8;GH;XU;0
1;96224;28;6;16;WX;0;0;755;1;1;1;8;KL;UW;1
0;82094;47;0;15;AC;1;0;3771;3;1;0;5;KL;AA;0
0;75612;29;5;0;GH;0;0;813;1;3;0;3;CD;MN;1
1;25341;29;0;14;QP;0;0;1065;1;1;1;18;EF;AA;0
